OBJECTID,InclProb,X,Y,ID
5290,0.303842872,367381.5,5834141,10335
5291,0.655504704,356356.5,5816276,10337
5292,0.35523811,354916.5,5816261,10339
5293,0.077817313,377341.5,5816666,10341
5294,0.796405256,354841.5,5803886,10342
5295,0.081858546,348571.5,5820566,10345
5296,0.177963391,373291.5,5801231,10346
5297,0.047590595,368191.5,5829866,10347
5298,0.047399815,351961.5,5826656,10350
5299,1,360691.5,5813576,10351
5300,1,372181.5,5827541,10352
5301,0.071526885,361291.5,5801621,10353
5302,1,357586.5,5833016,10355
5303,0.790084243,350491.5,5817371,10356
5304,0.472848654,367981.5,5800781,10357
5305,1,355891.5,5823911,10359
5306,1,361051.5,5836736,10362
5307,1,373036.5,5808566,10367
5308,0.094096504,365056.5,5817536,10370
5309,0.097394302,364261.5,5802746,10372
5310,1,364711.5,5824061,10373
5311,1,363061.5,5836106,10374
5312,0.074178003,367531.5,5807366,10375
5313,0.342600346,388546.5,5821811,10376
5314,0.608253717,381721.5,5821541,10378
5315,0.047671944,362296.5,5826596,10379
5316,1,361996.5,5818751,10381
5317,1,351016.5,5803676,10382
5318,0.483882874,358366.5,5815796,10385
5319,1,357106.5,5828156,10387
5320,0.511571586,349171.5,5814851,10394
5321,0.048877217,370606.5,5813936,10396
5322,0.048843224,373786.5,5825936,10399
5323,1,360196.5,5835881,10400
5324,1,364171.5,5827091,10401
5325,1,373471.5,5809541,10403
5326,0.285540938,384736.5,5821541,10404
5327,1,366331.5,5802056,10405
5328,0.101720765,385876.5,5821001,10407
5329,0.047787238,367096.5,5824886,10411
5330,0.629178762,350701.5,5805836,10414
5331,1,358501.5,5834591,10415
5332,1,355486.5,5818496,10418
5333,0.145608336,375406.5,5815076,10420
5334,0.133291557,348001.5,5820101,10423
5335,0.06426242,362131.5,5813486,10424
5336,1,365746.5,5814266,10426
5337,0.118269078,368356.5,5801321,10427
5338,1,362986.5,5829146,10429
5339,0.056601062,351856.5,5846186,10430
5340,1,359116.5,5824961,10436
5341,0.235219806,352471.5,5820611,10438
5342,0.282167047,370501.5,5832851,10439
5343,0.208864257,352831.5,5811926,10441
5344,0.219995916,372781.5,5814956,10442
5345,0.236019164,359551.5,5804381,10444
5346,1,364786.5,5830166,10447
5347,0.376484811,352231.5,5802236,10448
5348,0.752743363,355681.5,5801141,10450
5349,1,378376.5,5810186,10451
5350,0.545784533,351976.5,5803496,10454
5351,0.049812254,356641.5,5837981,10457
5352,1,376636.5,5804996,10459
5353,0.050662167,352936.5,5824121,10463
5354,1,362701.5,5808416,10464
5355,0.798567891,364381.5,5818391,10465
5356,1,365716.5,5825366,10466
5357,0.048744243,355606.5,5845991,10467
5358,0.048856448,348856.5,5849786,10468
5359,0.053296514,380806.5,5812916,10473
5360,0.16643849,364876.5,5834216,10474
5361,0.138978317,362176.5,5807471,10475
5362,1,360451.5,5827541,10477
5363,1,368386.5,5817026,10478
5364,0.437937737,354076.5,5813111,10479
5365,0.048900079,360556.5,5822261,10480
5366,1,355606.5,5835176,10481
5367,0.792198122,354931.5,5802896,10483
5368,1,365461.5,5819186,10486
5369,0.048594497,376696.5,5816936,10487
5370,0.462633789,354421.5,5804231,10488
5371,0.702858388,347866.5,5822051,10490
5372,1,360211.5,5814326,10492
5373,0.047385596,382201.5,5806031,10495
5374,0.047385596,372391.5,5812211,10496
5375,1,378286.5,5814731,10499
5376,0.79803592,355201.5,5803451,10500
5377,1,365611.5,5826971,10501
5378,1,373606.5,5808386,10502
5379,1,361156.5,5830871,10504
5380,1,354556.5,5820656,10506
5381,1,349666.5,5847101,10507
5382,1,374701.5,5808791,10508
5383,0.552619457,351631.5,5814236,10510
5384,0.679284751,350806.5,5804846,10511
5385,1,366661.5,5826791,10520
5386,0.049474701,362686.5,5843801,10522
5387,1,377446.5,5805956,10523
5388,1,355516.5,5830616,10526
5389,1,365566.5,5812616,10527
5390,1,372181.5,5814266,10529
5391,1,359026.5,5837471,10530
5392,0.269698232,357106.5,5812466,10532
5393,0.285332024,385501.5,5820491,10533
5394,0.048115369,360121.5,5833001,10535
5395,1,364441.5,5815196,10536
5396,1,366196.5,5803001,10537
5397,0.183335006,374611.5,5813306,10539
5398,0.74206394,352006.5,5807891,10541
5399,1,379726.5,5812826,10543
5400,1,369121.5,5817056,10545
5401,1,368131.5,5825576,10547
5402,1,365926.5,5833391,10549
5403,0.742090642,356251.5,5817791,10550
5404,0.177209616,375136.5,5816021,10552
5405,1,361366.5,5812841,10556
5406,0.786109507,350101.5,5810636,10561
5407,0.13818568,380731.5,5817281,10562
5408,1,366376.5,5816426,10563
5409,0.644082904,350266.5,5812241,10564
5410,0.047385596,379336.5,5811986,10568
5411,1,361771.5,5829716,10569
5412,1,378796.5,5809571,10573
5413,0.049113367,348001.5,5839646,10578
5414,1,355951.5,5833586,10580
5415,0.07246124,372406.5,5814236,10582
5416,1,365206.5,5828711,10586
5417,1,364936.5,5825231,10589
5418,1,374476.5,5810651,10592
5419,1,367381.5,5816606,10593
5420,1,383776.5,5811251,10596
5421,1,363841.5,5830856,10597
5422,0.441684514,355576.5,5814971,10598
5423,0.780987799,353731.5,5803181,10603
5424,1,366826.5,5828141,10605
5425,1,358096.5,5833511,10608
5426,1,363751.5,5812046,10609
5427,1,356266.5,5823716,10610
5428,1,360721.5,5837471,10612
5429,1,364816.5,5826761,10613
5430,0.286586076,357481.5,5813141,10614
5431,1,381736.5,5811056,10615
5432,0.04926043,368086.5,5831006,10616
5433,1,369271.5,5815526,10617
5434,0.601057231,370411.5,5817281,10619
5435,1,363091.5,5832506,10621
5436,1,354676.5,5830496,10622
5437,0.228907526,358576.5,5814941,10623
5438,1,380011.5,5809391,10624
5439,0.048841711,363901.5,5821451,10625
5440,1,356911.5,5842661,10626
5441,1,367621.5,5826326,10627
5442,0.25993818,371506.5,5829821,10629
5443,1,358396.5,5823941,10630
5444,1,364141.5,5827976,10631
5445,1,363106.5,5835296,10635
5446,1,354421.5,5820386,10636
5447,0.061587498,354196.5,5795801,10637
5448,0.237619236,380581.5,5819516,10638
5449,1,366781.5,5825561,10639
5450,0.385972857,355081.5,5817236,10642
5451,1,380131.5,5808596,10643
5452,0.047385596,368401.5,5826446,10646
5453,0.138567522,358816.5,5801141,10648
5454,0.423434854,349846.5,5815811,10649
5455,1,366481.5,5802791,10650
5456,1,362311.5,5835341,10653
5457,1,362971.5,5828891,10655
5458,1,372181.5,5810096,10656
5459,0.048728943,360871.5,5831966,10657
5460,0.508903801,363241.5,5801156,10659
5461,1,359821.5,5825726,10660
5462,0.089275166,366706.5,5837246,10667
5463,0.048406411,369586.5,5813276,10669
5464,0.65931505,353761.5,5816726,10670
5465,0.564662278,352366.5,5803436,10671
5466,0.385712922,356731.5,5832431,10675
5467,1,363421.5,5814236,10676
5468,1,372646.5,5813531,10677
5469,1,362941.5,5817011,10685
5470,0.783241451,352981.5,5818601,10689
5471,1,374566.5,5809196,10690
5472,0.408548534,371146.5,5830271,10692
5473,1,359416.5,5827616,10693
5474,1,367381.5,5818496,10694
5475,1,367636.5,5823656,10697
5476,0.78059119,353941.5,5803151,10698
5477,1,365536.5,5819066,10700
5478,0.542421043,353626.5,5804921,10701
5479,0.353329778,348586.5,5821736,10702
5480,1,359641.5,5814041,10704
5481,1,358531.5,5832881,10705
5482,1,353776.5,5824481,10709
5483,1,380146.5,5820671,10715
5484,0.335454732,352636.5,5814626,10718
5485,0.071123771,369076.5,5835581,10720
5486,0.048841711,363556.5,5822111,10722
5487,0.049745202,390721.5,5824331,10724
5488,1,367231.5,5827601,10725
5489,1,354481.5,5828831,10726
5490,0.048504617,376351.5,5806481,10727
5491,0.733303666,348796.5,5815796,10728
5492,1,359836.5,5837606,10729
5493,1,362926.5,5826251,10732
5494,0.060321908,354466.5,5846051,10733
5495,1,372241.5,5809226,10734
5496,0.289933622,384196.5,5820761,10735
5497,1,359251.5,5833346,10737
5498,1,364291.5,5823221,10738
5499,1,361816.5,5837891,10741
5500,1,378421.5,5814491,10742
5501,0.172431514,361786.5,5810786,10743
5502,0.199067384,373036.5,5831906,10744
5503,0.778490424,356416.5,5817251,10750
5504,0.60542208,355441.5,5801456,10751
5505,1,358036.5,5826686,10752
5506,0.590027153,352906.5,5815676,10753
5507,0.048048433,365071.5,5804771,10756
5508,1,362446.5,5814236,10757
5509,0.32456699,350851.5,5816321,10758
5510,0.699231207,350836.5,5809481,10760
5511,1,361291.5,5835161,10762
5512,0.339295298,380191.5,5818301,10763
5513,1,364441.5,5828246,10764
5514,0.072803482,375631.5,5811296,10770
5515,1,350326.5,5849726,10771
5516,1,361681.5,5828501,10776
5517,0.047994517,367726.5,5837321,10783
5518,0.04818983,350686.5,5825051,10784
5519,0.065969348,366676.5,5803181,10785
5520,0.052187111,356986.5,5821586,10787
5521,0.797689199,352246.5,5804741,10788
5522,1,363181.5,5813081,10793
5523,1,355051.5,5824931,10795
5524,1,351241.5,5823581,10797
5525,0.047385596,360721.5,5796056,10799
5526,0.047563788,360316.5,5830466,10801
5527,1,362851.5,5817671,10802
5528,1,375796.5,5809886,10804
5529,0.069364868,359536.5,5815766,10805
5530,1,359926.5,5826911,10806
5531,1,367561.5,5818481,10807
5532,0.07430362,366121.5,5799101,10808
5533,1,367351.5,5824076,10809
5534,0.076298773,367336.5,5834561,10811
5535,0.549597859,360571.5,5806391,10812
5536,0.77410841,353971.5,5802191,10813
5537,1,368791.5,5811911,10815
5538,0.048427645,366346.5,5820026,10816
5539,0.780710399,354226.5,5803616,10817
5540,1,360181.5,5813201,10820
5541,1,357436.5,5833706,10821
5542,0.049268797,355036.5,5823551,10822
5543,0.300937563,350386.5,5808851,10823
5544,1,361216.5,5836316,10825
5545,1,365866.5,5827511,10826
5546,1,362311.5,5831846,10829
5547,0.191333666,368131.5,5830871,10832
5548,1,357496.5,5796536,10833
5549,1,361951.5,5826551,10834
5550,0.442719847,352591.5,5813411,10835
5551,1,368671.5,5822426,10836
5552,1,380806.5,5810261,10842
5553,1,354526.5,5829701,10846
5554,0.047385596,369361.5,5819831,10847
5555,1,360256.5,5836511,10848
5556,1,352141.5,5824961,10849
5557,1,360166.5,5832131,10850
5558,1,363586.5,5823191,10851
5559,1,360961.5,5822831,10852
5560,1,375751.5,5813681,10853
5561,0.74165839,351901.5,5808806,10854
5562,0.752957404,353956.5,5819786,10855
5563,1,366796.5,5824931,10857
5564,1,358006.5,5834636,10858
5565,0.531470656,356461.5,5801696,10860
5566,0.150408193,358741.5,5808131,10863
5567,0.054423604,370231.5,5826521,10864
5568,1,361981.5,5812811,10868
5569,0.792550087,356911.5,5831456,10869
5570,0.790430665,354976.5,5814191,10873
5571,1,361546.5,5833136,10875
5572,1,349861.5,5850161,10878
5573,0.636494398,369661.5,5831201,10879
5574,0.212823004,361666.5,5818196,10880
5575,1,361546.5,5828531,10881
5576,1,365341.5,5830526,10887
5577,0.747023404,355111.5,5800376,10888
5578,0.737834752,353926.5,5817596,10890
5579,1,358081.5,5821841,10891
5580,1,355741.5,5833421,10894
5581,1,363721.5,5812766,10895
5582,1,368851.5,5799356,10896
5583,1,373321.5,5814206,10899
5584,0.048711345,371056.5,5825921,10902
5585,1,371881.5,5808851,10904
5586,1,358966.5,5830391,10905
5587,1,359686.5,5838686,10909
5588,0.070147835,369616.5,5807471,10910
5589,1,360571.5,5816546,10911
5590,1,360571.5,5827931,10912
5591,1,367906.5,5816711,10913
5592,1,372166.5,5816441,10914
5593,0.048000019,352546.5,5850266,10915
5594,0.796518505,354841.5,5802266,10917
5595,0.395500749,376831.5,5817101,10921
5596,1,360241.5,5813996,10925
5597,0.138230115,356881.5,5832641,10926
5598,0.772312939,349636.5,5818361,10927
5599,0.14410083,367021.5,5819261,10928
5600,1,378661.5,5815286,10931
5601,0.75346911,364636.5,5817731,10934
5602,1,362041.5,5825531,10936
5603,1,360751.5,5840426,10937
5604,0.766231775,354076.5,5821271,10938
5605,1,374296.5,5808731,10939
5606,1,362566.5,5827841,10942
5607,0.666656077,352006.5,5813816,10943
5608,0.601814866,370546.5,5817731,10944
5609,1,357226.5,5837486,10946
5610,0.053699344,380941.5,5808926,10948
5611,1,366661.5,5826251,10951
5612,1,377266.5,5805281,10952
5613,1,355876.5,5830091,10953
5614,1,359011.5,5837141,10956
5615,1,372406.5,5810141,10958
5616,0.27656889,357106.5,5812031,10959
5617,0.210384995,384871.5,5809811,10963
5618,0.064037316,349681.5,5812946,10965
5619,1,366391.5,5802296,10966
5620,1,363841.5,5824076,10967
5621,0.250378132,385816.5,5821751,10969
5622,0.151232943,369526.5,5832041,10971
5623,0.192524865,349006.5,5834831,10972
5624,1,367981.5,5825801,10974
5625,0.111487947,361651.5,5806856,10975
5626,0.72412467,356251.5,5818241,10976
5627,0.58168608,355906.5,5802551,10977
5628,0.047555353,381136.5,5808146,10978
5629,0.130163088,355156.5,5844881,10980
5630,0.714860678,356026.5,5819411,10981
5631,0.306748807,352561.5,5806496,10982
5632,0.057682347,365476.5,5804066,10983
5633,0.549164712,349756.5,5815526,10986
5634,0.049891561,367231.5,5801906,10987
5635,1,364531.5,5829776,10992
5636,1,362116.5,5832041,10995
5637,1,379756.5,5812526,10999
5638,0.585552573,370276.5,5830556,11000
5639,0.050879043,352126.5,5798516,11001
5640,1,361996.5,5817206,11002
5641,1,361681.5,5829101,11004
5642,1,362596.5,5821691,11005
5643,1,378256.5,5809646,11009
5644,0.480065972,354286.5,5816681,11010
5645,0.626928747,348496.5,5817056,11014
5646,1,372241.5,5813771,11015
5647,0.245031878,378841.5,5818031,11018
5648,1,364936.5,5828531,11020
5649,1,364411.5,5816801,11022
5650,1,364696.5,5824646,11024
5651,0.200055301,351151.5,5820416,11030
5652,0.054791275,369361.5,5808146,11031
5653,0.163332134,360151.5,5814881,11032
5654,1,359521.5,5826206,11034
5655,0.047552742,351241.5,5851016,11036
5656,0.048960339,374356.5,5820446,11038
5657,1,363751.5,5830136,11040
5658,0.050226603,377716.5,5818106,11042
5659,0.561345339,353476.5,5803661,11043
5660,0.051972646,366391.5,5806691,11044
5661,1,367381.5,5828306,11046
5662,0.294776171,362221.5,5801321,11048
5663,1,358126.5,5833316,11050
5664,1,363796.5,5812496,11051
5665,0.77856034,350011.5,5817476,11052
5666,1,367576.5,5818526,11053
5667,1,356341.5,5824136,11054
5668,1,379381.5,5814746,11058
5669,1,365146.5,5826536,11059
5670,0.307638168,356881.5,5813366,11061
5671,0.33565408,364546.5,5802086,11063
5672,1,361351.5,5825216,11064
5673,0.048559595,381031.5,5810846,11067
5674,0.540135026,353476.5,5821721,11068
5675,0.599350333,381541.5,5821061,11069
5676,0.055422213,348931.5,5835806,11071
5677,1,361021.5,5827391,11072
5678,1,370156.5,5822891,11073
5679,1,354556.5,5830646,11077
5680,0.21325922,358681.5,5801531,11078
5681,0.446765929,351961.5,5817686,11080
5682,1,357601.5,5839121,11083
5683,0.244186506,363271.5,5803421,11084
5684,1,376996.5,5805911,11086
5685,0.232965216,355636.5,5831111,11087
5686,1,358426.5,5823521,11090
5687,1,363706.5,5827196,11092
5688,1,363046.5,5816216,11094
5689,1,362986.5,5823611,11095
5690,1,354241.5,5819786,11100
5691,1,366781.5,5825726,11104
5692,0.197108299,374581.5,5820281,11105
5693,0.049375236,383671.5,5812166,11106
5694,0.565495014,356611.5,5802761,11109
5695,0.769022524,351721.5,5816351,11110
5696,1,364336.5,5820356,11111
5697,1,371356.5,5810261,11121
5698,0.115163416,363076.5,5800841,11124
5699,1,360586.5,5825861,11126
5700,1,374806.5,5811371,11127
5701,0.184577987,360286.5,5808251,11128
5702,0.151299492,369091.5,5831861,11129
5703,0.536190331,351271.5,5811806,11132
5704,0.056255791,367051.5,5837381,11135
5705,0.152971461,359821.5,5803661,11136
5706,1,378991.5,5809526,11139
5707,0.707884848,353566.5,5817266,11140
5708,0.787647545,352771.5,5803796,11141
5709,0.047809198,365866.5,5842106,11144
5710,0.062778071,359806.5,5802296,11146
5711,1,356161.5,5832836,11147
5712,1,362746.5,5813831,11148
5713,0.048672915,352396.5,5822531,11150
5714,0.43325603,357451.5,5805446,11151
5715,1,364561.5,5825711,11155
5716,1,377191.5,5814026,11157
5717,0.561956584,351436.5,5810606,11159
5718,1,359116.5,5838671,11160
5719,0.740977764,353236.5,5813756,11162
5720,0.171668023,348691.5,5824721,11163
5721,0.495940745,356146.5,5815061,11164
5722,0.666462123,353041.5,5815361,11165
5723,0.547080874,367456.5,5798771,11166
5724,1,355006.5,5820611,11169
5725,0.049823046,371461.5,5819141,11172
5726,0.047385596,367456.5,5828261,11173
5727,1,357991.5,5832626,11177
5728,0.253067404,351046.5,5818226,11178
5729,1,361801.5,5835941,11182
5730,1,364591.5,5827841,11183
5731,1,361381.5,5825636,11188
5732,1,380071.5,5821121,11193
5733,1,361231.5,5826881,11194
5734,0.335612893,352396.5,5814416,11196
5735,0.796662867,371536.5,5817761,11198
5736,1,357076.5,5835851,11201
5737,1,363136.5,5832926,11202
5738,0.628408849,357256.5,5815901,11204
5739,0.619331896,357421.5,5819936,11207
5740,1,366751.5,5827721,11210
5741,0.107065082,372061.5,5828216,11214
5742,0.415571213,349081.5,5816531,11215
5743,1,360661.5,5837261,11219
5744,0.055527586,381451.5,5816021,11220
5745,1,363166.5,5826521,11222
5746,0.050559327,348376.5,5828411,11223
5747,1,373141.5,5809676,11224
5748,1,363661.5,5823221,11225
5749,1,369571.5,5833676,11228
5750,0.047385596,360046.5,5828726,11230
5751,1,369871.5,5817101,11231
5752,0.464901537,373156.5,5816771,11233
5753,0.60542208,355381.5,5801516,11236
5754,0.486017376,352606.5,5816216,11237
5755,0.703394413,355291.5,5819606,11239
5756,1,368941.5,5827781,11240
5757,1,362416.5,5814086,11241
5758,1,358471.5,5830541,11243
5759,0.367698342,358276.5,5804996,11246
5760,1,364381.5,5829056,11247
5761,0.392891496,350911.5,5811221,11251
5762,1,360196.5,5839736,11254
5763,1,362221.5,5828291,11256
5764,1,367261.5,5815121,11257
5765,0.072750397,350746.5,5824541,11260
5766,0.27225256,359506.5,5804111,11261
5767,0.100453012,351691.5,5801906,11262
5768,0.794778764,357181.5,5817236,11264
5769,0.79043138,352981.5,5804591,11265
5770,1,377311.5,5805071,11267
5771,1,363016.5,5813231,11268
5772,0.128164247,374146.5,5812886,11269
5773,0.429779649,358066.5,5805701,11272
5774,0.386686236,365431.5,5800361,11275
5775,1,365791.5,5824646,11276
5776,1,360436.5,5822501,11277
5777,1,375556.5,5810201,11279
5778,1,360646.5,5827151,11281
5779,0.746151149,353701.5,5813351,11282
5780,1,367141.5,5823746,11283
5781,1,363991.5,5831291,11287
5782,0.347206205,377806.5,5817176,11290
5783,0.798785746,354481.5,5803241,11291
5784,1,357781.5,5839661,11293
5785,0.148474514,357256.5,5833001,11298
5786,1,362986.5,5812466,11299
5787,0.799709618,351001.5,5808251,11300
5788,1,360736.5,5836136,11301
5789,1,365896.5,5827706,11302
5790,0.047385596,349786.5,5829251,11303
5791,0.38786599,363961.5,5802551,11306
5792,1,362806.5,5836466,11309
5793,0.123180367,354766.5,5821481,11310
5794,0.048648737,388051.5,5821661,11311
5795,0.51997149,368251.5,5830226,11313
5796,1,362371.5,5819276,11315
5797,1,357391.5,5828591,11317
5798,0.047611468,368311.5,5827286,11321
5799,1,354211.5,5830016,11322
5800,1,377716.5,5806241,11323
5801,1,360271.5,5836031,11327
5802,1,352636.5,5824946,11328
5803,0.218027279,355636.5,5806676,11329
5804,0.080819614,353911.5,5846531,11330
5805,1,373201.5,5809196,11331
5806,1,360076.5,5832506,11332
5807,0.195850089,350356.5,5813786,11333
5808,0.068469696,366391.5,5801441,11334
5809,1,361276.5,5822381,11336
5810,1,375271.5,5813531,11337
5811,0.799443603,351136.5,5808431,11338
5812,0.511257172,353371.5,5820371,11339
5813,1,358966.5,5829206,11341
5814,0.051006045,369361.5,5804426,11346
5815,0.326303661,361261.5,5805896,11348
5816,1,365491.5,5832356,11350
5817,0.752422988,354946.5,5800256,11351
5818,0.335408986,352156.5,5814866,11353
5819,0.047385596,371281.5,5823266,11356
5820,1,360061.5,5807111,11362
5821,0.151263192,369811.5,5831546,11363
5822,1,361081.5,5828381,11366
5823,1,367951.5,5816441,11367
5824,1,372496.5,5815541,11368
5825,0.245335683,359491.5,5804816,11371
5826,1,364561.5,5830646,11372
5827,0.067731373,353656.5,5833196,11374
5828,0.797571719,357421.5,5817581,11375
5829,0.75838244,355441.5,5800676,11376
5830,1,378556.5,5810426,11377
5831,0.49286887,353401.5,5818331,11378
5832,0.459510386,374356.5,5817446,11380
5833,0.757871211,351136.5,5803961,11381
5834,0.048615888,371176.5,5802266,11382
5835,0.084161878,363421.5,5808536,11387
5836,0.244729131,384931.5,5819501,11388
5837,1,359641.5,5830571,11389
5838,1,366376.5,5825351,11390
5839,0.69927758,351151.5,5808926,11391
5840,1,359056.5,5839361,11395
5841,0.456661046,352801.5,5820326,11396
5842,0.173205927,361771.5,5807276,11397
5843,0.313394785,359791.5,5816291,11398
5844,1,359806.5,5827571,11399
5845,0.259470135,354916.5,5813141,11400
5846,0.774072528,354166.5,5803001,11402
5847,0.28708005,354961.5,5815901,11403
5848,0.593260169,367186.5,5798816,11405
5849,0.326887995,347836.5,5821436,11409
5850,1,362596.5,5844851,11411
5851,1,362326.5,5836766,11414
5852,0.390327156,355786.5,5803751,11416
5853,1,373846.5,5808446,11417
5854,1,361981.5,5825936,11423
5855,1,362116.5,5827241,11428
5856,0.360684544,370801.5,5817941,11429
5857,0.066151276,361231.5,5804426,11430
5858,0.387558311,357586.5,5814731,11432
5859,1,367156.5,5826821,11436
5860,1,353896.5,5829551,11437
5861,0.549262822,371251.5,5828306,11438
5862,1,355321.5,5830511,11439
5863,1,359446.5,5837066,11443
5864,1,362686.5,5827706,11444
5865,0.239351362,349486.5,5812961,11447
5866,1,364036.5,5823731,11448
5867,0.053413909,353761.5,5818616,11450
5868,1,362176.5,5809241,11451
5869,1,369601.5,5832731,11452
5870,1,367441.5,5825306,11454
5871,0.052085787,353221.5,5799476,11457
5872,0.050306655,370411.5,5805731,11458
5873,0.583983064,356416.5,5817911,11459
5874,0.79639703,355081.5,5802311,11460
5875,0.642678261,351946.5,5814986,11461
5876,1,363076.5,5818706,11463
5877,0.267879605,357496.5,5807006,11467
5878,1,369391.5,5822096,11469
5879,0.538113296,349936.5,5810336,11470
5880,0.047673788,371536.5,5809166,11475
5881,1,362461.5,5832236,11477
5882,1,379606.5,5811941,11479
5883,1,361681.5,5822171,11481
5884,1,382126.5,5813471,11483
5885,0.17236568,354526.5,5816606,11484
5886,0.210426688,375181.5,5818031,11486
5887,0.792865992,350251.5,5819486,11488
5888,0.468712717,355276.5,5807441,11489
5889,1,368911.5,5829266,11492
5890,1,356071.5,5833196,11495
5891,1,369826.5,5799776,11496
5892,0.279093981,355951.5,5811161,11499
5893,0.328546792,365596.5,5799761,11500
5894,1,365161.5,5824916,11501
5895,0.77632457,352006.5,5820071,11503
5896,0.327322334,367021.5,5832146,11504
5897,1,359641.5,5827001,11505
5898,1,364546.5,5830121,11508
5899,0.523469448,355636.5,5815346,11509
5900,0.04940876,355861.5,5829956,11511
5901,0.293897599,377926.5,5817746,11512
5902,1,358741.5,5833796,11516
5903,0.052146066,364081.5,5812076,11517
5904,0.790184021,349846.5,5817071,11518
5905,0.643480241,367096.5,5800331,11519
5906,1,356776.5,5823821,11521
5907,1,360856.5,5837066,11524
5908,1,365191.5,5826881,11526
5909,1,373591.5,5807936,11528
5910,0.04980132,365551.5,5817131,11529
5911,0.241667554,364051.5,5801396,11531
5912,1,366031.5,5823956,11532
5913,1,360721.5,5825081,11533
5914,0.766151309,353821.5,5821796,11535
5915,1,369541.5,5822726,11538
5916,1,358351.5,5836616,11540
5917,1,363166.5,5832806,11544
5918,1,358756.5,5829776,11545
5919,0.470679373,351376.5,5817881,11546
5920,0.22518152,371416.5,5829281,11550
5921,1,352066.5,5825291,11556
5922,1,363961.5,5828066,11557
5923,1,359701.5,5832896,11559
5924,1,363331.5,5823551,11560
5925,1,375571.5,5814056,11562
5926,0.047933538,363436.5,5835446,11564
5927,1,354676.5,5820071,11565
5928,1,359596.5,5828306,11568
5929,1,367366.5,5825651,11570
5930,1,359296.5,5818706,11571
5931,0.089211397,372451.5,5818031,11572
5932,0.04829983,383251.5,5812616,11575
5933,1,351091.5,5824091,11576
5934,0.405611277,354361.5,5801201,11577
5935,0.047937315,348406.5,5843876,11578
5936,0.797921717,355846.5,5816621,11579
5937,0.550756574,356806.5,5802476,11580
5938,0.049642697,363751.5,5819831,11582
5939,0.740939856,348316.5,5818751,11584
5940,0.048823617,370666.5,5800601,11585
5941,0.050103974,358621.5,5825471,11587
5942,1,353026.5,5846066,11589
5943,0.048471715,351346.5,5837291,11590
5944,1,366076.5,5815016,11591
5945,0.644182742,349696.5,5811686,11592
5946,1,360241.5,5825501,11595
5947,1,375091.5,5811101,11596
5948,1,358966.5,5839721,11597
5949,1,379741.5,5811566,11598
5950,0.047385596,368326.5,5810336,11599
5951,0.121184997,362401.5,5818181,11600
5952,0.049675748,369466.5,5825666,11602
5953,1,381841.5,5814491,11604
5954,1,366976.5,5837081,11605
5955,0.685566068,358426.5,5817461,11608
5956,1,379816.5,5809511,11609
5957,0.707716703,353131.5,5817266,11610
5958,0.142037436,364681.5,5821661,11611
5959,0.563754618,352081.5,5803706,11613
5960,0.137187496,356116.5,5832386,11617
5961,0.071829148,363046.5,5814656,11618
5962,0.275018454,379156.5,5818121,11620
5963,0.047813322,354616.5,5836001,11622
5964,1,365071.5,5825471,11624
5965,0.229817674,376561.5,5823401,11627
5966,1,359416.5,5838176,11629
5967,1,381751.5,5814581,11630
5968,0.669319928,353521.5,5814266,11634
5969,1,367726.5,5824166,11635
5970,0.729250968,353161.5,5802236,11638
5971,0.378850222,368191.5,5798891,11643
5972,0.685350478,355636.5,5820836,11645
5973,0.047385596,368191.5,5828351,11648
5974,1,349696.5,5837966,11650
5975,1,358351.5,5832266,11652
5976,1,362521.5,5835881,11657
5977,1,379171.5,5815976,11659
5978,1,365461.5,5827391,11660
5979,1,361576.5,5825726,11662
5980,1,380221.5,5812061,11665
5981,0.511242449,353986.5,5821001,11666
5982,1,361666.5,5826281,11669
5983,1,370141.5,5816126,11670
5984,1,366511.5,5814641,11673
5985,0.623222888,357151.5,5820251,11676
5986,0.410257965,353416.5,5805506,11677
5987,1,354301.5,5828846,11682
5988,0.220093697,381211.5,5816456,11686
5989,1,351166.5,5825066,11687
5990,1,362926.5,5827106,11688
5991,1,373141.5,5809196,11689
5992,0.397486717,365476.5,5801726,11694
5993,0.049020071,374581.5,5814521,11696
5994,0.091041937,352936.5,5808896,11697
5995,1,365731.5,5832746,11703
5996,0.790330708,356116.5,5816846,11706
5997,0.185753837,358456.5,5807501,11712
5998,1,358366.5,5830091,11716
5999,1,369076.5,5822291,11717
6000,0.699262679,350986.5,5809316,11718
6001,1,361606.5,5835566,11719
6002,0.047715228,374686.5,5802866,11721
6003,0.047385596,363886.5,5829041,11722
6004,0.259914041,383491.5,5821736,11725
6005,0.75368154,350776.5,5811791,11727
6006,1,362896.5,5826131,11729
6007,1,359341.5,5826071,11731
6008,1,360571.5,5840066,11732
6009,0.776329398,351796.5,5820551,11733
6010,1,362431.5,5828696,11735
6011,1,361546.5,5822021,11737
6012,0.048736949,355711.5,5835836,11738
6013,0.047385596,351961.5,5801291,11739
6014,0.314106822,357001.5,5816741,11740
6015,1,357406.5,5822276,11742
6016,1,372331.5,5827466,11745
6017,1,363166.5,5813711,11747
6018,1,359866.5,5834561,11750
6019,1,351451.5,5824046,11751
6020,0.424032837,358591.5,5805731,11752
6021,1,365146.5,5830001,11753
6022,1,350941.5,5848496,11760
6023,0.049960729,375421.5,5810756,11761
