OBJECTID,InclProb,X,Y,ID
248,0.047795471,371341.5,5800256,465
249,0.048670482,387121.5,5808341,469
250,0.047566526,364981.5,5839646,474
251,1,363871.5,5829626,475
252,1,365521.5,5815871,479
253,0.166350156,363676.5,5799491,480
254,0.047964823,355906.5,5849006,481
255,1,362206.5,5829266,485
256,0.049367879,367981.5,5814971,486
257,0.048138797,361816.5,5821571,487
258,0.096818306,360106.5,5804456,490
259,1,366046.5,5831351,491
260,0.409750313,356101.5,5800571,492
261,0.488485724,354451.5,5817101,494
262,0.799101293,351616.5,5804156,496
263,0.799886286,351016.5,5819921,498
264,0.049457975,372001.5,5802941,499
265,1,368911.5,5829701,500
266,0.067282677,373501.5,5827151,504
267,1,372721.5,5814476,505
268,1,364681.5,5828891,507
269,1,365506.5,5824571,509
270,1,358996.5,5822561,510
271,1,371611.5,5831696,511
272,1,368386.5,5822546,513
273,0.070500739,369931.5,5806976,515
274,0.058662057,388441.5,5823146,516
275,1,364441.5,5830526,517
276,0.702938437,354121.5,5802176,518
277,0.564389944,354421.5,5814866,520
278,1,358126.5,5840156,521
279,1,367231.5,5828681,522
280,1,349441.5,5839466,525
281,1,358696.5,5833376,527
282,1,356566.5,5823656,528
283,1,379576.5,5814836,531
284,1,364726.5,5826536,532
285,0.04764672,374056.5,5807666,536
286,1,380941.5,5811401,539
287,0.191587165,353896.5,5822036,540
288,0.049995761,388306.5,5820791,541
289,1,361441.5,5827301,542
290,1,368791.5,5815406,543
291,0.611390293,351361.5,5812946,544
292,0.565741003,370801.5,5817431,546
293,1,358786.5,5836076,547
294,1,363541.5,5832356,550
295,1,354211.5,5830076,551
296,1,380236.5,5809631,552
297,0.288264483,357466.5,5818751,554
298,1,376966.5,5805221,558
299,1,355096.5,5831171,559
300,1,357946.5,5824256,561
301,1,364156.5,5827616,564
302,1,362731.5,5815736,567
303,0.177560076,350101.5,5813936,568
304,0.174527869,363121.5,5824166,569
305,1,379381.5,5814386,571
306,1,362701.5,5835731,572
307,0.212480575,368941.5,5833736,573
308,1,360721.5,5814836,574
309,0.047385596,359131.5,5828561,577
310,1,367171.5,5826056,578
311,0.102945112,355591.5,5817281,581
312,1,355276.5,5819201,583
313,0.051688507,348151.5,5838866,586
314,1,362221.5,5834876,589
315,0.070923992,353866.5,5823416,592
316,1,363016.5,5828366,593
317,0.206708908,352261.5,5845856,594
318,0.339157999,356071.5,5812841,595
319,1,351646.5,5836946,597
320,0.048547931,361336.5,5831981,598
321,0.450487435,363496.5,5800661,600
322,1,360151.5,5825351,602
323,0.08850649,349576.5,5831276,603
324,0.108657651,362536.5,5818016,605
325,0.146061227,356131.5,5795831,606
326,1,361501.5,5829641,608
327,1,366541.5,5816516,609
328,1,365746.5,5830736,610
329,0.683055997,358081.5,5816696,612
330,0.57259357,353161.5,5817041,614
331,1,379636.5,5818031,619
332,1,352591.5,5822816,620
333,0.38693729,356941.5,5805731,621
334,0.303476721,356566.5,5812016,623
335,0.355945498,365596.5,5801111,626
336,1,359656.5,5838371,627
337,0.675116897,352936.5,5819246,628
338,1,375016.5,5809481,629
339,0.257311195,370456.5,5830151,630
340,1,359341.5,5828006,631
341,0.050187487,358831.5,5820626,632
342,1,371506.5,5815271,633
343,0.050160259,355486.5,5833931,636
344,1,379771.5,5808821,638
345,0.047385596,355396.5,5828891,639
346,0.757291257,353071.5,5814851,640
347,0.701453388,353716.5,5804156,642
348,0.047577135,371791.5,5819096,644
349,1,367531.5,5828696,645
350,1,370441.5,5826581,647
351,0.596795619,367381.5,5799476,648
352,0.04848465,372871.5,5811086,649
353,1,362356.5,5836631,652
354,1,353551.5,5824871,655
355,1,365176.5,5827796,656
356,1,360931.5,5825486,657
357,1,380506.5,5811806,660
358,1,361021.5,5826926,664
359,0.704947174,352831.5,5813846,665
360,1,362671.5,5821466,671
361,0.047385596,358786.5,5838056,675
362,0.164224759,373696.5,5801756,676
363,1,361411.5,5801141,679
364,0.79527384,356416.5,5830826,680
365,0.195943415,387136.5,5809421,681
366,0.767996669,357706.5,5822861,682
367,0.223175108,381661.5,5816591,685
368,1,352066.5,5824976,686
369,1,363211.5,5826806,688
370,1,372301.5,5809631,690
371,0.326309413,384526.5,5820446,691
372,1,359596.5,5833421,692
373,1,364171.5,5816096,693
374,0.421068132,364876.5,5802056,694
375,1,363826.5,5822411,695
376,1,374776.5,5814146,696
377,0.741478324,352171.5,5808356,697
378,1,354871.5,5818901,699
379,1,369766.5,5833001,701
380,0.050433584,353896.5,5797271,702
381,1,376096.5,5810741,703
382,1,361801.5,5816546,704
383,1,360031.5,5828201,706
384,0.206379876,353611.5,5811416,707
385,0.048577398,356911.5,5834096,709
386,0.048446104,368581.5,5836361,710
387,0.798102438,355966.5,5817161,712
388,0.195879593,358081.5,5807276,716
389,1,370651.5,5823206,721
390,1,360781.5,5835791,723
391,1,363256.5,5826041,726
392,1,360241.5,5840411,730
393,0.764648736,368731.5,5830901,732
394,1,378181.5,5820146,733
395,1,371611.5,5832131,734
396,1,350371.5,5835521,735
397,1,361981.5,5828876,736
398,0.048247222,360856.5,5821436,738
399,0.059844993,359371.5,5803511,740
400,0.796710849,357586.5,5817266,742
401,0.047737855,355651.5,5827766,743
402,0.798313975,354931.5,5818136,744
403,1,357136.5,5822201,748
404,1,375181.5,5816996,749
405,1,362836.5,5813381,752
406,1,355051.5,5824406,754
407,1,364876.5,5829836,755
408,1,366466.5,5825156,759
409,1,360136.5,5822786,762
410,0.048721891,359941.5,5838431,765
411,1,360241.5,5826206,769
412,0.04779708,358996.5,5821646,770
413,1,356101.5,5834156,772
414,0.798040569,356146.5,5816441,774
415,0.048427645,366331.5,5819771,776
416,0.768253863,354931.5,5803811,778
417,1,357331.5,5840426,780
418,1,360391.5,5813456,782
419,1,357541.5,5833301,784
420,0.790462852,350356.5,5817476,785
421,0.699276686,351091.5,5808791,788
422,1,360766.5,5836586,790
423,1,378481.5,5815676,791
424,1,366406.5,5828021,793
425,1,364801.5,5824211,799
426,1,380611.5,5811236,802
427,1,362716.5,5835866,803
428,0.090044528,359686.5,5817236,804
429,0.052612461,357031.5,5796461,805
430,0.087263942,372016.5,5816831,807
431,0.353657126,351061.5,5803961,808
432,0.048886269,363601.5,5833376,809
433,0.04826897,353461.5,5830241,810
434,0.394684464,357346.5,5801531,811
435,1,357196.5,5828396,812
436,0.17780374,352936.5,5817491,813
437,0.056267116,364441.5,5804576,817
438,0.781442523,350956.5,5814506,823
439,1,366451.5,5801876,824
440,0.51118809,353611.5,5820326,827
441,0.601799011,369226.5,5832146,828
442,1,362101.5,5814731,829
443,0.266696602,373471.5,5817566,833
444,1,358501.5,5834786,835
445,0.530088067,355996.5,5802071,840
446,0.050437134,367411.5,5811281,841
447,0.692685723,352261.5,5815181,842
448,0.049031466,369451.5,5826431,844
449,0.055502232,362116.5,5813261,845
450,1,365626.5,5814641,847
451,0.790631056,350971.5,5810651,849
452,0.048843682,361081.5,5834156,852
453,1,362851.5,5829101,853
454,0.41083613,355636.5,5813966,855
455,0.321190029,362806.5,5799716,856
456,1,378601.5,5810891,858
457,0.776541054,352171.5,5820491,859
458,1,360661.5,5807396,860
459,0.10091041,352591.5,5811956,862
460,1,372976.5,5814911,864
461,1,364621.5,5830406,866
462,0.401112378,352081.5,5802641,867
463,0.758483291,355486.5,5800991,869
464,1,378151.5,5810066,870
465,1,358336.5,5822036,871
466,0.30160445,358471.5,5806616,877
467,0.218486592,385531.5,5819636,878
468,1,359311.5,5830346,879
469,0.050000746,359731.5,5823956,881
470,1,376906.5,5814041,882
471,1,358906.5,5839061,884
472,0.708259583,352621.5,5819756,886
473,1,360556.5,5827241,889
474,1,368011.5,5816681,890
475,0.437990308,354196.5,5812991,891
476,0.79656142,354601.5,5802791,894
477,0.048636362,348556.5,5843351,895
478,0.393526524,355771.5,5816591,898
479,0.048594497,376561.5,5816636,901
480,0.712784827,354151.5,5804546,902
481,0.047385596,372496.5,5812151,907
482,0.068922825,364966.5,5807591,909
483,1,373366.5,5808341,911
484,1,354856.5,5820806,918
485,1,374911.5,5808686,920
486,1,361846.5,5827991,923
487,0.292092532,352201.5,5818346,929
488,1,349246.5,5821121,932
489,1,366751.5,5826701,934
490,1,359176.5,5837366,938
491,1,363526.5,5827841,939
492,1,359911.5,5833241,943
493,0.709983706,350101.5,5813666,944
494,1,366226.5,5802866,945
495,0.185273319,374566.5,5813621,948
496,0.048177868,370171.5,5809796,950
497,1,348331.5,5834096,952
498,1,368971.5,5816996,953
499,1,368131.5,5825411,954
500,1,357616.5,5834936,956
501,0.423731714,356731.5,5819351,962
502,0.54855144,349471.5,5815061,967
503,0.04788772,370441.5,5811926,968
504,0.784402013,349816.5,5810681,969
505,0.753654182,350461.5,5811881,972
506,0.135131299,364126.5,5799326,973
507,1,364531.5,5825546,974
508,0.266852617,352456.5,5821781,975
509,1,367921.5,5815526,978
510,0.047613401,355876.5,5837681,979
511,0.140925571,356731.5,5801096,981
512,1,378856.5,5809676,982
513,1,368521.5,5829161,985
514,1,356356.5,5833466,987
515,0.652588904,348721.5,5816741,988
516,1,363886.5,5817206,992
517,0.454372913,366316.5,5799551,994
518,1,364966.5,5824826,995
519,0.04854862,356371.5,5847221,996
520,0.799616277,351211.5,5819906,999
521,0.264528751,360751.5,5807981,1000
522,0.050916202,374491.5,5810426,1001
523,1,359266.5,5826536,1003
524,0.210143238,354721.5,5814086,1004
525,0.054945301,374686.5,5820641,1005
526,1,364051.5,5830706,1007
527,0.492938042,355861.5,5815076,1009
528,0.065998137,357511.5,5800301,1010
529,0.04826897,355096.5,5829866,1011
530,0.778423131,353821.5,5803526,1014
531,1,357856.5,5839961,1015
532,0.273057669,355171.5,5810051,1016
533,1,358066.5,5833736,1019
534,0.052146066,364036.5,5812136,1020
535,0.047686677,367876.5,5819471,1021
536,1,356101.5,5823716,1022
537,1,379216.5,5815541,1026
538,0.059271809,365926.5,5807141,1027
539,1,364606.5,5826746,1028
540,1,365746.5,5817011,1032
541,1,381646.5,5811116,1036
542,1,362656.5,5836781,1037
543,0.049286298,361696.5,5845571,1039
544,0.577296257,370561.5,5817491,1041
545,1,362986.5,5832911,1043
546,1,354826.5,5830226,1044
547,1,379951.5,5808926,1045
548,1,356896.5,5842781,1047
549,0.312788606,354151.5,5806931,1048
550,1,367906.5,5826221,1050
551,1,358786.5,5824016,1053
552,1,359236.5,5836256,1055
553,1,351451.5,5825381,1057
554,1,364546.5,5827976,1058
555,1,362806.5,5835026,1062
556,0.051968314,357406.5,5798126,1065
557,0.047385596,359521.5,5828636,1067
558,0.60171479,370246.5,5817956,1068
559,1,366706.5,5825396,1070
560,1,350626.5,5823776,1072
561,0.76603049,351526.5,5816576,1074
562,0.689650774,355861.5,5818556,1076
563,0.537994206,349876.5,5809751,1081
564,1,362461.5,5835701,1083
565,1,353791.5,5824106,1084
566,1,362746.5,5828696,1085
567,1,352531.5,5846066,1086
568,1,371986.5,5810306,1087
569,0.048547931,361036.5,5832056,1091
570,1,359971.5,5825966,1094
571,1,379636.5,5811116,1095
572,0.07553418,351751.5,5821436,1096
573,0.048216399,360976.5,5830016,1097
574,1,352261.5,5851316,1100
575,1,381991.5,5813996,1101
576,0.264418602,359971.5,5803466,1102
577,1,365716.5,5830256,1103
578,1,379366.5,5809316,1104
579,0.659548402,353641.5,5817071,1105
580,0.564046323,352411.5,5803256,1109
581,0.19824104,350446.5,5819306,1110
582,0.548523605,356626.5,5832026,1113
583,1,372496.5,5813276,1116
584,1,360616.5,5831936,1124
585,1,359056.5,5837846,1127
586,0.783125877,352786.5,5818916,1128
587,1,374506.5,5808956,1130
588,1,359566.5,5815241,1131
589,1,359656.5,5827316,1132
590,1,367156.5,5818376,1133
591,0.746521711,353686.5,5813861,1135
592,1,356866.5,5842676,1143
593,0.415999353,355291.5,5821076,1144
594,0.682855546,353596.5,5804741,1145
595,0.353339612,348256.5,5821856,1146
596,1,368281.5,5828831,1147
597,1,359596.5,5813741,1149
598,0.053142644,370861.5,5827061,1150
599,0.383768201,350986.5,5817671,1152
600,0.063920856,361051.5,5845331,1153
601,0.04808677,373381.5,5822711,1155
602,1,353521.5,5824706,1156
603,0.504533708,363151.5,5802056,1160
604,0.511190057,353566.5,5820611,1161
605,1,380236.5,5820776,1162
606,0.058651522,369301.5,5835401,1168
607,0.099940889,362986.5,5833136,1169
608,0.166423053,357691.5,5815646,1170
609,1,357361.5,5829251,1171
610,0.243689403,371491.5,5828441,1176
611,1,356071.5,5830151,1177
612,0.767919838,357256.5,5823131,1179
613,1,360136.5,5837261,1181
614,1,352066.5,5824616,1182
615,0.338899404,356131.5,5806286,1183
616,1,363061.5,5826521,1186
617,1,363871.5,5816216,1188
618,1,364411.5,5823236,1190
619,1,369886.5,5833811,1191
620,0.168707624,358471.5,5797616,1192
621,0.048216399,360556.5,5828936,1193
622,1,369526.5,5816621,1194
623,0.083988845,353086.5,5811401,1195
624,0.098310634,372436.5,5816816,1196
625,0.661699176,350806.5,5806661,1197
626,0.22937955,366436.5,5832416,1199
627,0.796996474,356686.5,5817086,1201
628,0.75571686,355516.5,5801711,1202
629,0.654053986,352936.5,5815961,1203
630,0.220840737,355366.5,5844281,1204
631,1,362341.5,5814266,1208
632,0.088570133,360346.5,5800556,1210
633,0.204499334,350866.5,5809736,1212
634,0.060009964,380011.5,5818376,1213
635,0.252863377,358621.5,5805041,1214
636,1,364321.5,5828516,1215
637,0.047567781,362386.5,5833856,1217
638,0.115416579,358816.5,5795411,1220
639,1,360226.5,5840141,1222
640,0.216470003,352006.5,5821196,1223
641,1,360736.5,5816696,1227
642,1,362026.5,5828246,1230
643,0.393014371,351211.5,5811371,1231
644,0.127602249,376201.5,5822216,1233
645,1,365311.5,5831081,1236
646,0.797836959,357706.5,5816801,1237
647,0.052187111,357181.5,5821601,1240
648,0.216303825,356251.5,5807906,1243
649,1,363421.5,5812766,1246
650,1,355366.5,5825126,1247
651,1,364786.5,5829311,1250
652,0.064433716,362926.5,5817791,1253
653,0.095059574,364726.5,5800661,1254
654,1,365611.5,5824901,1255
655,1,360676.5,5822891,1256
656,1,375931.5,5810126,1260
657,0.080043867,359536.5,5816036,1261
658,0.584582984,370936.5,5831351,1262
659,0.051040459,356281.5,5798081,1263
660,1,360091.5,5826881,1265
661,1,367441.5,5818091,1266
662,1,367381.5,5823851,1267
663,0.655076861,356416.5,5816231,1268
664,0.780059636,354001.5,5803271,1271
665,0.105254054,356641.5,5809376,1274
666,1,357571.5,5833631,1277
667,1,363241.5,5812271,1278
668,0.370779902,368326.5,5800601,1279
669,1,365671.5,5827301,1283
670,1,362551.5,5831771,1284
671,0.135752067,364336.5,5802371,1286
672,1,380746.5,5811791,1288
673,0.123180367,354706.5,5821946,1289
674,0.30298093,358891.5,5816996,1290
675,0.048790928,357721.5,5796761,1292
676,1,361801.5,5826356,1293
677,1,368776.5,5822786,1295
678,0.096003704,348511.5,5823491,1298
679,1,357271.5,5828681,1300
680,0.533883512,352951.5,5816651,1301
681,1,357511.5,5841806,1303
682,0.232543766,358336.5,5819621,1304
683,1,357931.5,5839481,1306
684,1,354571.5,5829926,1307
685,0.621294498,362536.5,5800211,1308
686,1,360331.5,5836586,1311
687,1,352456.5,5825096,1312
688,0.243068904,355816.5,5806121,1313
689,1,363631.5,5826446,1315
690,1,373681.5,5809121,1318
691,0.06522049,363271.5,5822846,1319
692,1,360991.5,5822576,1321
693,0.798163831,351736.5,5808476,1322
694,0.24507153,354901.5,5811896,1324
695,1,366796.5,5825066,1326
696,1,358246.5,5834561,1329
697,0.051014971,369841.5,5804351,1330
698,1,365236.5,5832836,1331
699,1,357376.5,5828096,1333
700,0.047537353,368221.5,5838221,1335
701,0.189184114,358546.5,5808011,1336
702,0.538169146,350611.5,5810081,1338
703,0.052386362,349516.5,5826551,1340
704,0.790302217,355006.5,5813891,1341
705,1,358846.5,5824451,1344
706,1,350056.5,5850056,1345
707,1,360601.5,5840666,1347
708,0.271563262,352756.5,5821376,1348
709,0.635352254,369571.5,5831051,1350
710,0.583857775,370336.5,5831981,1351
711,0.055012524,372976.5,5815331,1352
712,1,365461.5,5830841,1357
713,0.730339825,352801.5,5802326,1358
714,0.595515132,357451.5,5818451,1360
715,0.183031797,368986.5,5814461,1361
716,1,358081.5,5821586,1363
717,0.155788809,374191.5,5817071,1364
718,1,355891.5,5833766,1371
719,1,368476.5,5799506,1372
720,1,373666.5,5814296,1375
721,0.048830818,360136.5,5835311,1377
722,1,359086.5,5830166,1378
723,1,365821.5,5825906,1379
724,1,359716.5,5838986,1381
725,0.537670374,352081.5,5819846,1382
726,0.101411872,367801.5,5832731,1383
727,1,360331.5,5827931,1385
728,0.739883184,354796.5,5813306,1386
729,1,372031.5,5816351,1387
730,0.049994137,352276.5,5831681,1389
731,1,353986.5,5816186,1391
732,0.295412958,366871.5,5798786,1392
733,0.192777604,370906.5,5819411,1393
734,1,373636.5,5808446,1400
735,1,361726.5,5825531,1404
736,0.5598436,354331.5,5820926,1405
737,1,374176.5,5808506,1407
738,0.04760804,380341.5,5806481,1408
739,1,362341.5,5827871,1409
740,0.049675748,369751.5,5823506,1411
741,0.564036131,357091.5,5802521,1415
742,0.395454079,354016.5,5805206,1416
743,1,366586.5,5826446,1419
744,1,377071.5,5805356,1421
745,0.618721843,362026.5,5800901,1424
746,1,355801.5,5830391,1426
747,1,363541.5,5827181,1429
748,1,372676.5,5810246,1430
749,0.120496936,363826.5,5815091,1432
750,1,366166.5,5802266,1433
751,1,363766.5,5824046,1434
752,0.153707415,362491.5,5822786,1435
753,0.783345282,353116.5,5818841,1436
754,1,376576.5,5809481,1438
755,0.050115537,360616.5,5820296,1440
756,0.058240265,350161.5,5823191,1442
757,0.740091443,356116.5,5818436,1446
758,0.047904089,358771.5,5827301,1447
759,0.047599491,368071.5,5812001,1448
760,0.22701396,356056.5,5819111,1451
761,0.329186976,352846.5,5806166,1452
762,0.061351061,375031.5,5802086,1459
763,1,364171.5,5829806,1460
764,1,372196.5,5809436,1461
765,1,351751.5,5836091,1462
766,1,361921.5,5832326,1464
767,1,359866.5,5824346,1467
768,1,379756.5,5812421,1469
769,1,352426.5,5822351,1470
770,0.461844712,359431.5,5807081,1471
771,0.35850665,361966.5,5817446,1472
772,1,362086.5,5829506,1473
773,0.102056772,352561.5,5811581,1474
774,1,362581.5,5821631,1475
775,1,365701.5,5831216,1477
776,0.234161809,356581.5,5800511,1478
777,0.471312016,354286.5,5816906,1480
778,0.05283016,373876.5,5826836,1486
779,1,372526.5,5813846,1489
780,0.340491176,378541.5,5817596,1491
781,0.430378586,357151.5,5806286,1493
782,1,364786.5,5828336,1494
783,1,364186.5,5816681,1496
784,0.728036344,349141.5,5813636,1497
785,1,364876.5,5824601,1498
786,0.77632165,351451.5,5820266,1501
787,0.219277114,366481.5,5832611,1502
788,1,359296.5,5826446,1503
789,1,371176.5,5815346,1504
790,1,363841.5,5830346,1508
791,0.052417409,371431.5,5819816,1510
792,0.365878433,355861.5,5810171,1513
793,1,367021.5,5828186,1514
794,1,357931.5,5833046,1519
795,0.219319046,366496.5,5800496,1520
796,1,367756.5,5818601,1521
797,1,356296.5,5823971,1522
798,1,379291.5,5815031,1525
799,1,365401.5,5826641,1526
800,0.069726549,359446.5,5817851,1528
801,1,357976.5,5796296,1529
802,1,360721.5,5827196,1530
803,0.441203594,352051.5,5813006,1531
